"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate
	"Kitsap County, WA"	"53035"	43584	5514728	790.3
	"Kittitas County, WA"	"53037"	6120	891102	686.8
	"Klickitat County, WA"	"53039"	3953	448770	880.9
	"Lewis County, WA"	"53041"	18012	1637294	1100.1
	"Lincoln County, WA"	"53043"	2526	229684	1099.8
	"Mason County, WA"	"53045"	13298	1287896	1032.5
	"Okanogan County, WA"	"53047"	8919	891542	1000.4
	"Pacific County, WA"	"53049"	6713	466004	1440.5
	"Pend Oreille County, WA"	"53051"	3096	281131	1101.3
	"Pierce County, WA"	"53053"	130746	17536729	745.6
	"San Juan County, WA"	"53055"	2850	344635	827.0
	"Skagit County, WA"	"53057"	24135	2552691	945.5
	"Skamania County, WA"	"53059"	1782	239996	742.5
	"Snohomish County, WA"	"53061"	102802	15650890	656.8
	"Spokane County, WA"	"53063"	90297	10270232	879.2
	"Stevens County, WA"	"53065"	9187	943670	973.5
	"Thurston County, WA"	"53067"	42625	5466998	779.7
	"Wahkiakum County, WA"	"53069"	1079	88261	1222.5
	"Walla Walla County, WA"	"53071"	12300	1280382	960.7
	"Whatcom County, WA"	"53073"	32337	4362054	741.3
	"Whitman County, WA"	"53075"	5407	989627	546.4
	"Yakima County, WA"	"53077"	41397	5244487	789.3
	"Barbour County, WV"	"54001"	4261	356436	1195.4
	"Berkeley County, WV"	"54003"	19098	2209364	864.4
	"Boone County, WV"	"54005"	7026	532628	1319.1
	"Braxton County, WV"	"54007"	3820	318183	1200.6
	"Brooke County, WV"	"54009"	7267	526854	1379.3
	"Cabell County, WV"	"54011"	26853	2101147	1278.0
	"Calhoun County, WV"	"54013"	2058	164164	1253.6
	"Clay County, WV"	"54015"	2607	207718	1255.1
	"Doddridge County, WV"	"54017"	1790	176803	1012.4
	"Fayette County, WV"	"54019"	13977	1002711	1393.9
	"Gilmer County, WV"	"54021"	1839	177434	1036.4
	"Grant County, WV"	"54023"	2849	256610	1110.2
	"Greenbrier County, WV"	"54025"	10424	772304	1349.7
	"Hampshire County, WV"	"54027"	5223	499602	1045.4
	"Hancock County, WV"	"54029"	9374	676241	1386.2
	"Hardy County, WV"	"54031"	3241	298270	1086.6
	"Harrison County, WV"	"54033"	19039	1502131	1267.5
	"Jackson County, WV"	"54035"	7334	633252	1158.1
	"Jefferson County, WV"	"54037"	9586	1133907	845.4
	"Kanawha County, WV"	"54039"	55442	4203528	1318.9
	"Lewis County, WV"	"54041"	5009	361729	1384.7
	"Lincoln County, WV"	"54043"	5942	475068	1250.8
	"Logan County, WV"	"54045"	11442	784552	1458.4
	"McDowell County, WV"	"54047"	8079	487574	1657.0
	"Marion County, WV"	"54049"	15413	1240161	1242.8
	"Marshall County, WV"	"54051"	8809	728476	1209.2
	"Mason County, WV"	"54053"	7268	587843	1236.4
	"Mercer County, WV"	"54055"	19287	1350432	1428.2
	"Mineral County, WV"	"54057"	7029	603417	1164.9
	"Mingo County, WV"	"54059"	7869	577558	1362.5
	"Monongalia County, WV"	"54061"	14561	2092572	695.8
	"Monroe County, WV"	"54063"	3687	297134	1240.9
	"Morgan County, WV"	"54065"	4368	372113	1173.8
	"Nicholas County, WV"	"54067"	7099	568827	1248.0
	"Ohio County, WV"	"54069"	13164	974560	1350.8
	"Pendleton County, WV"	"54071"	2085	167756	1242.9
	"Pleasants County, WV"	"54073"	2012	167262	1202.9
	"Pocahontas County, WV"	"54075"	2470	192658	1282.1
	"Preston County, WV"	"54077"	7692	713529	1078.0
	"Putnam County, WV"	"54079"	11625	1206159	963.8
	"Raleigh County, WV"	"54081"	21856	1708467	1279.3
	"Randolph County, WV"	"54083"	7746	636087	1217.8
	"Ritchie County, WV"	"54085"	2776	224363	1237.3
	"Roane County, WV"	"54087"	4175	325913	1281.0
	"Summers County, WV"	"54089"	4060	297381	1365.3
	"Taylor County, WV"	"54091"	4252	365547	1163.2
	"Tucker County, WV"	"54093"	2017	155990	1293.0
	"Tyler County, WV"	"54095"	2536	202326	1253.4
	"Upshur County, WV"	"54097"	5860	529626	1106.4
	"Wayne County, WV"	"54099"	10764	919904	1170.1
	"Webster County, WV"	"54101"	2637	199758	1320.1
	"Wetzel County, WV"	"54103"	4802	362141	1326.0
	"Wirt County, WV"	"54105"	1295	127772	1013.5
	"Wood County, WV"	"54107"	22798	1900398	1199.6
	"Wyoming County, WV"	"54109"	6968	514226	1355.0
	"Adams County, WI"	"55001"	5504	449259	1225.1
	"Ashland County, WI"	"55003"	4229	355802	1188.6
	"Barron County, WI"	"55005"	10896	1001689	1087.8
	"Bayfield County, WI"	"55007"	3461	331721	1043.3
	"Brown County, WI"	"55009"	39319	5432657	723.8
	"Buffalo County, WI"	"55011"	2925	297544	983.0
	"Burnett County, WI"	"55013"	4003	343613	1165.0
	"Calumet County, WI"	"55015"	7033	1040079	676.2
	"Chippewa County, WI"	"55017"	12067	1341959	899.2
	"Clark County, WI"	"55019"	7368	756079	974.5
	"Columbia County, WI"	"55021"	11569	1227570	942.4
	"Crawford County, WI"	"55023"	3891	366656	1061.2
	"Dane County, WI"	"55025"	65292	10732169	608.4
	"Dodge County, WI"	"55027"	19646	1934297	1015.7
	"Door County, WI"	"55029"	7104	613663	1157.6
	"Douglas County, WI"	"55031"	9621	960305	1001.9
	"Dunn County, WI"	"55033"	6787	948922	715.2
	"Eau Claire County, WI"	"55035"	17133	2171798	788.9
	"Florence County, WI"	"55037"	1271	101991	1246.2
	"Fond du Lac County, WI"	"55039"	20738	2215010	936.2
	"Forest County, WI"	"55041"	2561	207831	1232.3
	"Grant County, WI"	"55043"	11075	1118248	990.4
	"Green County, WI"	"55045"	7395	791275	934.6
	"Green Lake County, WI"	"55047"	5127	418904	1223.9
	"Iowa County, WI"	"55049"	4414	516643	854.4
	"Iron County, WI"	"55051"	1968	134977	1458.0
	"Jackson County, WI"	"55053"	4480	442983	1011.3
	"Jefferson County, WI"	"55055"	14194	1799920	788.6
	"Juneau County, WI"	"55057"	6324	574564	1100.7
	"Kenosha County, WI"	"55059"	29734	3583878	829.7
	"Kewaunee County, WI"	"55061"	4097	450441	909.6
	"La Crosse County, WI"	"55063"	21002	2498191	840.7
	"Lafayette County, WI"	"55065"	3124	366369	852.7
	"Langlade County, WI"	"55067"	5196	439533	1182.2
	"Lincoln County, WI"	"55069"	7191	633250	1135.6
	"Manitowoc County, WI"	"55071"	18454	1782770	1035.1
	"Marathon County, WI"	"55073"	24216	2906129	833.3
	"Marinette County, WI"	"55075"	11273	920362	1224.8
	"Marquette County, WI"	"55077"	3930	336417	1168.2
	"Menominee County, WI"	"55078"	921	97654	943.1
	"Milwaukee County, WI"	"55079"	187322	20776067	901.6
	"Monroe County, WI"	"55081"	9140	967608	944.6
	"Oconto County, WI"	"55083"	7764	820111	946.7
	"Oneida County, WI"	"55085"	9605	796197	1206.4
	"Outagamie County, WI"	"55087"	27990	3862814	724.6
	"Ozaukee County, WI"	"55089"	15493	1895915	817.2
	"Pepin County, WI"	"55091"	1621	162623	996.8
	"Pierce County, WI"	"55093"	5621	882443	637.0
	"Polk County, WI"	"55095"	9369	955229	980.8
	"Portage County, WI"	"55097"	10913	1525377	715.4
	"Price County, WI"	"55099"	4131	316430	1305.5
	"Racine County, WI"	"55101"	37221	4260931	873.5
	"Richland County, WI"	"55103"	4024	392873	1024.2
	"Rock County, WI"	"55105"	31442	3494584	899.7
	"Rusk County, WI"	"55107"	3945	323316	1220.2
	"St. Croix County, WI"	"55109"	11558	1773294	651.8
	"Sauk County, WI"	"55111"	12775	1336698	955.7
	"Sawyer County, WI"	"55113"	4431	362717	1221.6
	"Shawano County, WI"	"55115"	10019	908098	1103.3
	"Sheboygan County, WI"	"55117"	23805	2522147	943.8
	"Taylor County, WI"	"55119"	4017	446858	898.9
	"Trempealeau County, WI"	"55121"	6374	628732	1013.8
	"Vernon County, WI"	"55123"	6620	651274	1016.5
	"Vilas County, WI"	"55125"	6158	476569	1292.2
	"Walworth County, WI"	"55127"	19573	2211395	885.1
	"Washburn County, WI"	"55129"	4332	349876	1238.2
	"Washington County, WI"	"55131"	21990	2838986	774.6
	"Waukesha County, WI"	"55133"	68482	8494661	806.2
	"Waupaca County, WI"	"55135"	15435	1144628	1348.5
	"Waushara County, WI"	"55137"	5955	533485	1116.2
	"Winnebago County, WI"	"55139"	30709	3635928	844.6
	"Wood County, WI"	"55141"	16525	1635050	1010.7
	"Albany County, WY"	"56001"	4152	784475	529.3
	"Big Horn County, WY"	"56003"	3024	254660	1187.5
	"Campbell County, WY"	"56005"	4843	939002	515.8
	"Carbon County, WY"	"56007"	3018	339561	888.8
	"Converse County, WY"	"56009"	2364	292119	809.3
	"Crook County, WY"	"56011"	1273	149066	854.0
	"Fremont County, WY"	"56013"	8841	848731	1041.7
	"Goshen County, WY"	"56015"	3084	285620	1079.8
	"Hot Springs County, WY"	"56017"	1522	103574	1469.5
	"Johnson County, WY"	"56019"	1871	178340	1049.1
	"Laramie County, WY"	"56021"	16583	2001373	828.6
	"Lincoln County, WY"	"56023"	2717	381875	711.5
	"Natrona County, WY"	"56025"	14523	1642227	884.3
	"Niobrara County, WY"	"56027"	621	52968	1172.4
	"Park County, WY"	"56029"	5747	610658	941.1
	"Platte County, WY"	"56031"	2146	191280	1121.9
	"Sheridan County, WY"	"56033"	6670	629861	1059.0
	"Sublette County, WY"	"56035"	1173	191635	612.1
	"Sweetwater County, WY"	"56037"	6086	915894	664.5
	"Teton County, WY"	"56039"	1788	463622	385.7
	"Uinta County, WY"	"56041"	2943	446562	659.0
	"Washakie County, WY"	"56043"	1908	179874	1060.7
	"Weston County, WY"	"56045"	1511	152166	993.0
"Total"			56806341	6746347301	842.0
"---"
"Dataset: Underlying Cause of Death, 1999-2020"
"Query Parameters:"
"Group By: County"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/ucd.html for more information."
"---"
"Query Date: May 28, 2022 10:07:06 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 1999-2020 on CDC WONDER Online Database, released in 2021. Data are from the Multiple Cause of Death Files,"
"1999-2020, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/ucd-icd10.html on May 28, 2022 10:07:06 PM"
"---"
Footnotes:
"1. Data are not available for this area for all of the requested years. See Caveats below for more information."
"2. Data discontinuity due to county line boundary changes in requested years. See Caveats below for more information."
"3. Deaths for Allen Parish, Louisiana are under reported in years 2006 through 2008. See Caveats below for more information."
"---"
Caveats:
"1. Note: County of residence is misidentified in 316 deaths that occurred in the year 2000, for Hartford County, CT (FIPS code"
"09003) and New London County, CT (FIPS code 09011). More information: http://wonder.cdc.gov/wonder/help/ucd.html#errata."
"2. As of April 3, 2017, the underlying cause of death has been revised for 125 deaths in 2014. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#2014-Revision."
"3. Data for Prince of Wales-Hyder Census Area, AK (FIPS code 02198), Hoonah-Angoon Census Area, AK (FIPS code 02105), Skagway"
"Municipality, AK (FIPS code 02230), Petersburg Borough/Census Area, AK (FIPS code 02195) and Wrangell City and Borough, AK (FIPS"
"code 02275) are only available for 2014 and later; for computational purposes, counts and population estimates for 2013 and"
"earlier are set to zero. Thus, counts and rates shown in multi-year requests for this entity do not include any data for years"
"before 2014, only data for 2014 and later. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"4. Data for Prince of Wales-Outer Ketchikan Census Area, AK (FIPS code 02201), Skagway-Hoonah-Angoon Census Area, AK (FIPS code"
"02232) and Wrangell-Petersburg Census Area, AK (FIPS code 02280) are only available for 2013 and earlier; for computational"
"purposes, counts and population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year"
"requests for this entity do not include any data for years after 2013, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Alaska2014."
"5. Data for Bedford city, Va. (FIPS code 51515) are only available for 2013 and earlier; for computational purposes, counts and"
"population estimates for 2014 and later are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years after 2014, only data for 2013 and earlier. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Bedford."
"6. There is a discontinuity in the mortality and population data for Bedford County (FIPS code 51019) between years 2013 and"
"2014. The discontinuity occurs because Bedford City, Virginia (FIPS code 51515), formerly an independent city, merged with"
"Bedford County (FIPS code 51019) on July 1, 2013. Beginning in 2014, deaths and population counts for Bedford City, Virginia"
"(FIPS code 51515) are included in Bedford County (FIPS code 51019)."
"7. Data for Denali Borough, Alaska (FIPS code 02068) are only available for 2003 and later; for computational purposes, counts"
"and population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years prior to 2003, only data for 2003 and later. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Denali Borough."
"8. There is a discontinuity in the mortality and population data for Yukon-Koyukuk Census Area (FIPS code 02290) between 2002"
"and 2003. The discontinuity occurs because part of Yukon-Koyukuk Census Area became Denali Borough, Alaska (FIPS code 02068) and"
"beginning in 2003, deaths and population counts for this former part of Yukon-Koyukuk are reported for Denali Borough and are no"
"longer included with data for Yukon-Koyukuk."
"9. Death rates for Clifton Forge city, Virginia (FIPS code 51560) are available only for 1999-2000. For 2001 and beyond, death"
"counts and population estimates for Clifton Forge city have been combined with those for Alleghany county, Virginia (FIPS code"
"51005). Death counts and population estimates for this entity from multi-year requests, only reflect data from 1999 and 2000;"
"for 2001 and beyond they have been set to zero. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Clifton Forge."
"10. There is a discontinuity in the mortality and population data for Alleghany, Virginia (FIPS code 51005) between 2000 and"
"2001. It occurs because for 2001 and beyond, death counts and population estimates for Clifton Forge city, Virginia (FIPS code"
"51560) have been combined with those for Alleghany county."
"11. Data for Broomfield, Colorado (FIPS code 08014) are only available for 2003 and later; for computational purposes, counts"
"and population estimates for 1999-2002 are set to zero. Thus, counts and rates shown in multi-year requests for this entity do"
"not include any data for years prior to 2003, only data for 2003 and later. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Broomfield."
"12. There is a discontinuity in the mortality and population data for Adams, Colorado (FIPS code 08001), Boulder, Colorado (FIPS"
"code 08013), Jefferson, Colorado (FIPS code 08059), and Weld, Colorado (FIPS code 080123) between 2002 and 2003. This"
"discontinuity occurs because territory in each of these four counties has been combined to form a new county, Broomfield,"
"Colorado (FIPS code 08014). Beginning in 2003, deaths and population counts for this territory are reported for Broomfield"
"county and are no longer included with data for Adams, Boulder, Jefferson, and Weld."
"13. Deaths for Allen Parish, Louisiana (FIPS code 22003] in years 2006 through 2008 are under reported due to problems with"
"registering the deaths with the Louisiana Vital Statistics Office."
"14. Deaths and population estimates are shown separately from the adjacent counties for Carson City, Nevada (FIPS code 32510)."
"15. Deaths and population estimates are reported separately for Baltimore City (FIPS code 24510) and Baltimore county (FIPS code"
"24005)."
"16. Deaths and population estimates are reported separately for St. Louis City (FIPS code 29510) and county (FIPS code 29189)."
"17. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/ucd.html#Unreliable."
"18. The population figures for year 2020 are bridged-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series released by NCHS on September 22, 2021. The population figures for year 2019 are bridged-race estimates of the"
"July 1 resident population, from the Vintage 2019 postcensal series released by NCHS on July 9, 2020. The population figures for"
"year 2018 are bridged-race estimates of the July 1 resident population, from the Vintage 2018 postcensal series released by NCHS"
"on June 25, 2019. The population figures for year 2017 are bridged-race estimates of the July 1 resident population, from the"
"Vintage 2017 postcensal series released by NCHS on June 27, 2018. The population figures for year 2016 are bridged-race"
"estimates of the July 1 resident population, from the Vintage 2016 postcensal series released by NCHS on June 26, 2017. The"
"population figures for year 2015 are bridged-race estimates of the July 1 resident population, from the Vintage 2015 postcensal"
"series released by NCHS on June 28, 2016. The population figures for year 2014 are bridged-race estimates of the July 1 resident"
"population, from the Vintage 2014 postcensal series released by NCHS on June 30, 2015. The population figures for year 2013 are"
"bridged-race estimates of the July 1 resident population, from the Vintage 2013 postcensal series released by NCHS on June 26,"
"2014. The population figures for year 2012 are bridged-race estimates of the July 1 resident population, from the Vintage 2012"
"postcensal series released by NCHS on June 13, 2013. The population figures for year 2011 are bridged-race estimates of the July"
"1 resident population, from the Vintage 2011 postcensal series released by NCHS on July 18, 2012. Population figures for 2010"
"are April 1 Census counts. The population figures for years 2001 - 2009 are bridged-race estimates of the July 1 resident"
"population, from the revised intercensal county-level 2000 - 2009 series released by NCHS on October 26, 2012. Population"
"figures for 2000 are April 1 Census counts. Population figures for 1999 are from the 1990-1999 intercensal series of July 1"
"estimates. Population figures for the infant age groups are the number of live births. <br/><b>Note:</b> Rates and population"
"figures for years 2001 - 2009 differ slightly from previously published reports, due to use of the population estimates which"
"were available at the time of release."
"19. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/ucd.html#Age Group."
